Year,Energy_consumption,CO2_emission,GDP
1993,40.59272481707728,2266.245223385592,25644.840000000004
1994,42.05769439563069,2259.9874687302954,25894.620000000003
1995,43.3957158990422,2371.402972764163,26573.1
1996,44.20826030198924,2393.458755067887,27411.18
1997,44.960528256377245,2432.0243798899255,27688.68
1998,44.079613161623755,2440.623206713946,27323.64
1999,44.95001245310435,2371.907687582054,27256.5
2000,45.0659297945154,2450.4728174903157,27997.74
2001,44.69045598189797,2465.924114452085,28109.28
2002,44.34355073101912,2451.6429722441376,28110.72
2003,44.6537685708223,2464.142799971865,28553.46
2004,45.24742860513001,2542.9787477755144,29168.340000000004
2005,45.52359617635642,2528.9456054781976,29700.659999999996
2006,45.85188541267388,2558.118149668142,30100.14
2007,45.50301886836219,2531.9440186304523,30544.800000000003
2008,43.435334649428206,2553.200776441521,30164.1
2009,41.53556724992361,2472.6466391479335,28451.879999999997
2010,43.75643682561332,2289.7559935141408,29618.82
2011,42.41793858452947,2394.314882190018,29629.26
2012,41.435752269994246,2452.63006971444,30035.22
2013,41.42563564214033,2602.2563608316514,30648.659999999996
2014,40.29204714127377,2593.9182379541367,30714.9
2015,39.48248678497855,2519.679520953777,31205.22
2016,39.38634047106375,2430.330692615885,31430.94
2017,38.82023025149014,2408.9566305977387,31967.28
2018,38.58496639654554,2344.3783931196003,32144.340000000004
2019,37.96734460262082,2281.899375049759,32154.300000000003
